imagepath,question,answer
./train2014/COCO_train2014_000000198706.jpg,Where are the zebras ?,below
./train2014/COCO_train2014_000000198706.jpg,Are there people here ?,no
./train2014/COCO_train2014_000000251591.jpg,What color is the hose ?,white
./train2014/COCO_train2014_000000251591.jpg,What color is the hydrant ?,red
./train2014/COCO_train2014_000000251591.jpg,Is the hydrant spraying out water ?,no
./train2014/COCO_train2014_000000519832.jpg,How many cups of coffee do you see ?,2
./train2014/COCO_train2014_000000519832.jpg,Is a man waiting for his breakfast ?,yes
./train2014/COCO_train2014_000000519832.jpg,Does the donut on the left look sweet ?,yes
./train2014/COCO_train2014_000000339545.jpg,Is this a birthday party ?,yes
./train2014/COCO_train2014_000000339545.jpg,Are there a lot of people ?,yes
./train2014/COCO_train2014_000000339545.jpg,How many women are attending this party ?,2
./train2014/COCO_train2014_000000024428.jpg,Why would the man put bananas in his suit ?,comedy
./train2014/COCO_train2014_000000024428.jpg,What kind of hat is the man wearing ?,cowboy
./train2014/COCO_train2014_000000024428.jpg,What fruit is shown here ?,banana
./train2014/COCO_train2014_000000140633.jpg,What are they eating ?,pizza
./train2014/COCO_train2014_000000140633.jpg,Is the person wearing a ring ?,yes
./train2014/COCO_train2014_000000140633.jpg,How many slices is she cutting ?,6
./train2014/COCO_train2014_000000576859.jpg,Is the metal material making up the clock experiencing some rust ?,yes
./train2014/COCO_train2014_000000576859.jpg,Does the clock have a second hand ?,yes
./train2014/COCO_train2014_000000576859.jpg,Is this a square clock ?,yes
./train2014/COCO_train2014_000000404172.jpg,What color is the cat ?,orange
./train2014/COCO_train2014_000000404172.jpg,Is this cat happy with its reflection ?,no
./train2014/COCO_train2014_000000404172.jpg,Is there a mirror ?,yes
./train2014/COCO_train2014_000000018299.jpg,Did a lot of work go into making this meal ?,no
./train2014/COCO_train2014_000000018299.jpg,What color is the table ?,brown
./train2014/COCO_train2014_000000018299.jpg,How many plates are there ?,5
./train2014/COCO_train2014_000000410425.jpg,What type of plane is this ?,4-propeller
./train2014/COCO_train2014_000000410425.jpg,What color is the tip of this plane ?,yellow
./train2014/COCO_train2014_000000410425.jpg,Is this plane leaving a trail of smoke ?,yes
./train2014/COCO_train2014_000000497498.jpg,What race is the child ?,asian
./train2014/COCO_train2014_000000497498.jpg,What is the child holding ?,vegetable
./train2014/COCO_train2014_000000497498.jpg,Is the child outside ?,yes
./train2014/COCO_train2014_000000070985.jpg,What is the color of the men's shorts ?,orange
./train2014/COCO_train2014_000000070985.jpg,Is the man wearing shoes ?,no
./train2014/COCO_train2014_000000070985.jpg,Why is the pink object the most blurred ?,in motion
./train2014/COCO_train2014_000000383909.jpg,Is the kite the same colors as the sky ?,yes
./train2014/COCO_train2014_000000383909.jpg,What season was this picture taken in ?,spring
./train2014/COCO_train2014_000000383909.jpg,What does the person have on his head ?,hat
./train2014/COCO_train2014_000000177023.jpg,What is written on the plane ?,pacific southwest
./train2014/COCO_train2014_000000177023.jpg,Is the photo colored ?,no
./train2014/COCO_train2014_000000177023.jpg,"Was this photo taken in the morning, at noon or at dusk ?",morning
./train2014/COCO_train2014_000000223293.jpg,Is the bear alive ?,no
./train2014/COCO_train2014_000000223293.jpg,What kind of bear is pictured ?,panda
./train2014/COCO_train2014_000000223293.jpg,What's next to the bear ?,trees
./train2014/COCO_train2014_000000565444.jpg,What brand of motorcycle is that ?,harley
./train2014/COCO_train2014_000000565444.jpg,Is the man riding ?,motorcycle
./train2014/COCO_train2014_000000565444.jpg,What objects are in the background ?,house trees
./train2014/COCO_train2014_000000295804.jpg,What action is this person performing ?,pitching
./train2014/COCO_train2014_000000295804.jpg,What number is on the person's Jersey ?,18
./train2014/COCO_train2014_000000295804.jpg,What is the man doing ?,throwing
./train2014/COCO_train2014_000000570196.jpg,What color is the dog ?,white
./train2014/COCO_train2014_000000570196.jpg,What is the dog looking at ?,cows
./train2014/COCO_train2014_000000570196.jpg,Is the fence broken ?,yes
./train2014/COCO_train2014_000000486567.jpg,Is there a foam cooler in this picture ?,yes
./train2014/COCO_train2014_000000486567.jpg,In what language is the writing on the umbrella written ?,chinese
./train2014/COCO_train2014_000000486567.jpg,How many colors on the umbrellas can you see ?,4
./train2014/COCO_train2014_000000351239.jpg,What is she wearing on her head ?,helmet
./train2014/COCO_train2014_000000351239.jpg,Will she hit the ball ?,yes
./train2014/COCO_train2014_000000351239.jpg,Why is the woman wearing gloves ?,safety
./train2014/COCO_train2014_000000033828.jpg,What color is the ribbon on the back of the helmet ?,pink
./train2014/COCO_train2014_000000033828.jpg,What are the metal pole structures for ?,skiing
./train2014/COCO_train2014_000000033828.jpg,Do these people like snow ?,yes
./train2014/COCO_train2014_000000275988.jpg,Does the giraffe appear to have horns on his head ?,yes
./train2014/COCO_train2014_000000275988.jpg,Is there a tree behind the giraffe ?,yes
./train2014/COCO_train2014_000000275988.jpg,What color is the giraffe ?,brown
./train2014/COCO_train2014_000000155306.jpg,How much longer will the bus driver wait for the last passenger ?,2 minutes
./train2014/COCO_train2014_000000155306.jpg,Where is this bus going ?,on tour
./train2014/COCO_train2014_000000155306.jpg,What does the front of the bus say ?,national express
./train2014/COCO_train2014_000000248674.jpg,Is there a bowl of beans on the plate ?,no
./train2014/COCO_train2014_000000248674.jpg,Has the sandwich been eaten yet ?,yes
./train2014/COCO_train2014_000000248674.jpg,Where is the fork ?,tray
./train2014/COCO_train2014_000000364090.jpg,Is he having fun ?,yes
./train2014/COCO_train2014_000000364090.jpg,Does the man on the surfboard have a shirt on ?,no
./train2014/COCO_train2014_000000364090.jpg,What color is the man's surfboard ?,beige
./train2014/COCO_train2014_000000181896.jpg,Is the bike tied to a pole ?,yes
./train2014/COCO_train2014_000000181896.jpg,How many tires are on the bicycle ?,2
./train2014/COCO_train2014_000000181896.jpg,What is sitting in the window ?,dog
./train2014/COCO_train2014_000000454915.jpg,How is the monitor attached to the wall ?,bolted
./train2014/COCO_train2014_000000454915.jpg,Is the monitor on or off ?,off
./train2014/COCO_train2014_000000454915.jpg,Is the mouse wireless ?,yes
./train2014/COCO_train2014_000000353427.jpg,Is this a healthy breakfast ?,yes
./train2014/COCO_train2014_000000353427.jpg,What kind of food is this ?,donut
./train2014/COCO_train2014_000000353427.jpg,What kind of food is on the plate ?,donut
./train2014/COCO_train2014_000000331797.jpg,What image is in the shadow ?,gates
./train2014/COCO_train2014_000000331797.jpg,Is this image in color ?,no
./train2014/COCO_train2014_000000331797.jpg,What is the man sitting on ?,steps
./train2014/COCO_train2014_000000062031.jpg,What sport is this picture of ?,ski jumping
./train2014/COCO_train2014_000000062031.jpg,What are the people wearing red doing ?,watching
./train2014/COCO_train2014_000000062031.jpg,Who is wearing a helmet ?,skier
./train2014/COCO_train2014_000000311408.jpg,What utensils are on the bottom right plate ?,fork and knife
./train2014/COCO_train2014_000000311408.jpg,What are some of the side dishes ?,"soup, beans"
./train2014/COCO_train2014_000000311408.jpg,What color is the table ?,brown
./train2014/COCO_train2014_000000220615.jpg,What color are the wheels ?,black
./train2014/COCO_train2014_000000220615.jpg,What is this vehicle's purpose ?,street cleaning
./train2014/COCO_train2014_000000220615.jpg,What does Limpio mean in English ?,clear
./train2014/COCO_train2014_000000207556.jpg,What is the girl holding in her hands ?,tennis racket
./train2014/COCO_train2014_000000207556.jpg,What does the girl have on her shirt ?,peace sign
./train2014/COCO_train2014_000000207556.jpg,Is there a man standing behind the screen ?,yes
./train2014/COCO_train2014_000000518455.jpg,Are there a lot of red shaped hearts ?,yes
./train2014/COCO_train2014_000000518455.jpg,What holiday are these toy's related to ?,valentine's day
./train2014/COCO_train2014_000000518455.jpg,Are there more red or White Bear ?,no
./train2014/COCO_train2014_000000291410.jpg,What animal can been seen in this picture ?,cat
./train2014/COCO_train2014_000000291410.jpg,Is this baby waving to someone ?,yes
./train2014/COCO_train2014_000000291410.jpg,What natural phenomenon looks like this baby's attire ?,rainbow
./train2014/COCO_train2014_000000506740.jpg,Is this man holding a cat ?,yes
./train2014/COCO_train2014_000000506740.jpg,What color is the man's hair ?,brown
./train2014/COCO_train2014_000000506740.jpg,Are the man's hands warm ?,yes
./train2014/COCO_train2014_000000300321.jpg,Is the baseball player at home plate ?,yes
./train2014/COCO_train2014_000000300321.jpg,What number of images are on this scene ?,3
./train2014/COCO_train2014_000000300321.jpg,What is the name of the team ?,detroit tigers
./train2014/COCO_train2014_000000377589.jpg,Is this a new cell phone ?,no
./train2014/COCO_train2014_000000377589.jpg,Are there jeans in the image ?,yes
./train2014/COCO_train2014_000000377589.jpg,How many people are having a conversation in the scene ?,2
./train2014/COCO_train2014_000000040304.jpg,How many computers ?,6
./train2014/COCO_train2014_000000040304.jpg,What type of lamp ?,desk
./train2014/COCO_train2014_000000040304.jpg,Are these all apple computers ?,no
./train2014/COCO_train2014_000000029817.jpg,How many doors is there in the reflection ?,2
./train2014/COCO_train2014_000000029817.jpg,How many facets are in the picture ?,2
./train2014/COCO_train2014_000000029817.jpg,What is the color scheme of the bathroom ?,brown and white
./train2014/COCO_train2014_000000581513.jpg,What electronic device is on the wall ?,tv
./train2014/COCO_train2014_000000581513.jpg,Are there windows ?,yes
./train2014/COCO_train2014_000000581513.jpg,Is there a couch ?,no
./train2014/COCO_train2014_000000410667.jpg,Who is the woman traveling with ?,child
./train2014/COCO_train2014_000000410667.jpg,What color backpack is the lady carrying ?,red
./train2014/COCO_train2014_000000410667.jpg,What colors are the train ?,black and red
./train2014/COCO_train2014_000000524297.jpg,Was this photo taken recently ?,no
./train2014/COCO_train2014_000000524297.jpg,"Judging from the dress, was this taken in a Latin American country ?",yes
./train2014/COCO_train2014_000000524297.jpg,What colors are shown in this picture ?,"black, white"
./train2014/COCO_train2014_000000423097.jpg,IS this room colorful ?,no
./train2014/COCO_train2014_000000423097.jpg,What room is this ?,bathroom
./train2014/COCO_train2014_000000423097.jpg,What color is the tile ?,white
./train2014/COCO_train2014_000000359085.jpg,What has the puppy been doing ?,digging
./train2014/COCO_train2014_000000359085.jpg,What breed of dog is that ?,beagle
./train2014/COCO_train2014_000000359085.jpg,What is on the puppy's nose ?,sand
./train2014/COCO_train2014_000000051176.jpg,Is this bathroom dirty ?,no
./train2014/COCO_train2014_000000051176.jpg,Is the toilet seat up ?,yes
./train2014/COCO_train2014_000000051176.jpg,Is there poop in the toilet ?,no
./train2014/COCO_train2014_000000183939.jpg,Is it sunny or overcast ?,sunny
./train2014/COCO_train2014_000000183939.jpg,What type of animal is this ?,dog
./train2014/COCO_train2014_000000183939.jpg,Does this look like a real photo ?,no
./train2014/COCO_train2014_000000509677.jpg,Are all picnic tables blue ?,no
./train2014/COCO_train2014_000000509677.jpg,What location is shown ?,beach
./train2014/COCO_train2014_000000509677.jpg,Are the picnic tables situated on grass or sand ?,sand
./train2014/COCO_train2014_000000332537.jpg,Was this picture taken in the last 5 years ?,no
./train2014/COCO_train2014_000000332537.jpg,Is that a bathroom ?,no
./train2014/COCO_train2014_000000332537.jpg,Is the light turned on ?,no
./train2014/COCO_train2014_000000237162.jpg,What color is the picture ?,black and white
./train2014/COCO_train2014_000000237162.jpg,Was this photo taken during WWII ?,no
./train2014/COCO_train2014_000000237162.jpg,Is he skating on top of a pipe ?,yes
./train2014/COCO_train2014_000000334110.jpg,What is this person doing ?,flying kite
./train2014/COCO_train2014_000000334110.jpg,What limbs does the man need to perform the activity ?,arms
./train2014/COCO_train2014_000000334110.jpg,Is the man closer to the camera than the kite ?,yes
./train2014/COCO_train2014_000000559651.jpg,What color is the plate ?,green
./train2014/COCO_train2014_000000559651.jpg,What kind of meat is this ?,pork
./train2014/COCO_train2014_000000559651.jpg,What type of vegetable is on the plate ?,broccoli
./train2014/COCO_train2014_000000282354.jpg,What is the girl doing ?,touching elephant's trunk
./train2014/COCO_train2014_000000282354.jpg,What color is the child's shirt ?,brown
./train2014/COCO_train2014_000000282354.jpg,What animal is that ?,elephant
./train2014/COCO_train2014_000000524377.jpg,What is in the cup ?,mayo
./train2014/COCO_train2014_000000524377.jpg,What are the orange things ?,sweet potatoes
./train2014/COCO_train2014_000000524377.jpg,Is that bacon from a delicatessen ?,yes
./train2014/COCO_train2014_000000535804.jpg,Is it a cloudy day or clear day ?,cloudy day
./train2014/COCO_train2014_000000535804.jpg,What kind of animals can you see ?,cows
./train2014/COCO_train2014_000000535804.jpg,How many cows are there ?,2
./train2014/COCO_train2014_000000329394.jpg,Did the man just hit the tennis ball ?,yes
./train2014/COCO_train2014_000000329394.jpg,What color are the man's socks ?,white
./train2014/COCO_train2014_000000329394.jpg,Is the man in motion ?,yes
./train2014/COCO_train2014_000000333040.jpg,What is this man's name ?,wright
./train2014/COCO_train2014_000000333040.jpg,Is the man wearing protective gear ?,yes
./train2014/COCO_train2014_000000333040.jpg,Why is the man wearing a shin guard ?,protection
./train2014/COCO_train2014_000000126301.jpg,Is she using a battery-operated device ?,yes
./train2014/COCO_train2014_000000126301.jpg,What is on the ground ?,bag
./train2014/COCO_train2014_000000126301.jpg,What mode of transportation did she use to get where she is ?,bicycle
./train2014/COCO_train2014_000000047074.jpg,How many yellow items are in the photo ?,24
./train2014/COCO_train2014_000000047074.jpg,What fruits are in the bowl ?,bananas and apples
./train2014/COCO_train2014_000000047074.jpg,Is there a computer in the kitchen ?,yes
./train2014/COCO_train2014_000000073647.jpg,Is this man playing indoors ?,no
./train2014/COCO_train2014_000000073647.jpg,How can you tell the temperature is a bit cool ?,yes
./train2014/COCO_train2014_000000073647.jpg,What sport is being played ?,tennis
./train2014/COCO_train2014_000000342374.jpg,How many glasses are on the table ?,5
./train2014/COCO_train2014_000000342374.jpg,Are these adults ?,no
./train2014/COCO_train2014_000000342374.jpg,Do the kids look like they are having fun ?,yes
./train2014/COCO_train2014_000000550093.jpg,What is she holding ?,socks
./train2014/COCO_train2014_000000550093.jpg,Where is the little girl ?,bedroom
./train2014/COCO_train2014_000000550093.jpg,Is the door open ?,no
./train2014/COCO_train2014_000000067084.jpg,Which player on the field head butted the ball ?,18
./train2014/COCO_train2014_000000067084.jpg,What number is on the girl in black ?,18
./train2014/COCO_train2014_000000067084.jpg,Are these two girls competing ?,yes
./train2014/COCO_train2014_000000256308.jpg,What kind of area is this ?,street
./train2014/COCO_train2014_000000256308.jpg,What color is his jacket ?,red
./train2014/COCO_train2014_000000256308.jpg,What is the man on the sidewalk doing ?,riding bicycle
./train2014/COCO_train2014_000000276208.jpg,Is there any plants in the room ?,no
./train2014/COCO_train2014_000000276208.jpg,What animal do you see ?,cat
./train2014/COCO_train2014_000000276208.jpg,How many pillows are on the couch ?,2
./train2014/COCO_train2014_000000123970.jpg,Where is this cat laying ?,umbrella
./train2014/COCO_train2014_000000123970.jpg,What color is the cat ?,blonde
./train2014/COCO_train2014_000000123970.jpg,What color is the fabric ?,blue
./train2014/COCO_train2014_000000017226.jpg,Do these airplanes have jets or propellers ?,propellers
./train2014/COCO_train2014_000000017226.jpg,Are these planes flying ?,yes
./train2014/COCO_train2014_000000017226.jpg,What color are these planes ?,yellow
./train2014/COCO_train2014_000000050105.jpg,Is there any icing on these treats ?,yes
./train2014/COCO_train2014_000000050105.jpg,What color is the platter ?,white
./train2014/COCO_train2014_000000050105.jpg,How many treats are there ?,12
./train2014/COCO_train2014_000000466681.jpg,Is this an intersection ?,yes
./train2014/COCO_train2014_000000466681.jpg,Can you turn right ?,yes
./train2014/COCO_train2014_000000466681.jpg,Is art present ?,yes
./train2014/COCO_train2014_000000467332.jpg,Is she sleeping ?,yes
./train2014/COCO_train2014_000000467332.jpg,What is the logo on the baby's shirt ?,hearts
./train2014/COCO_train2014_000000467332.jpg,What is the baby holding on her hand ?,teddy bear
./train2014/COCO_train2014_000000274978.jpg,Is this man walking with a surfboard ?,yes
./train2014/COCO_train2014_000000274978.jpg,Whose name is on the photo ?,manolo guijarro
./train2014/COCO_train2014_000000274978.jpg,Is the person wearing a wetsuit ?,yes
./train2014/COCO_train2014_000000230863.jpg,Are the bleachers full ?,no
./train2014/COCO_train2014_000000230863.jpg,What sport is being played ?,soccer
./train2014/COCO_train2014_000000230863.jpg,Are the players running toward's the ball ?,yes
./train2014/COCO_train2014_000000477579.jpg,What color is the girls outfit ?,pink
./train2014/COCO_train2014_000000477579.jpg,Is there a cat on this girls shirt ?,yes
./train2014/COCO_train2014_000000477579.jpg,What food item is the girl eating ?,donut
./train2014/COCO_train2014_000000475158.jpg,Is this a snowboarder ?,yes
./train2014/COCO_train2014_000000475158.jpg,How many faces can be seen ?,1
./train2014/COCO_train2014_000000475158.jpg,Is he wearing a hat ?,yes
./train2014/COCO_train2014_000000205724.jpg,What do the signs on the apples indicate ?,price
./train2014/COCO_train2014_000000205724.jpg,How many colors of apples are there ?,3
./train2014/COCO_train2014_000000205724.jpg,What is being sold ?,apple
./train2014/COCO_train2014_000000279693.jpg,What he did he jump from ?,stairs
./train2014/COCO_train2014_000000279693.jpg,Where is the bare tree ?,right side
./train2014/COCO_train2014_000000279693.jpg,Is the surfboard casting a shadow ?,yes
./train2014/COCO_train2014_000000121047.jpg,Do you have to train for this sport ?,yes
./train2014/COCO_train2014_000000121047.jpg,What sport is this ?,horsebacking
./train2014/COCO_train2014_000000121047.jpg,What colors alternate on the railing ?,red and white
./train2014/COCO_train2014_000000044776.jpg,What is laying on the bed ?,dog
./train2014/COCO_train2014_000000044776.jpg,Are both pictures of the same animal ?,yes
./train2014/COCO_train2014_000000044776.jpg,What color is the sheet ?,white
./train2014/COCO_train2014_000000292752.jpg,How many sailboats are in the picture ?,2
./train2014/COCO_train2014_000000292752.jpg,What color is the nearest sailboat ?,white
./train2014/COCO_train2014_000000292752.jpg,Are the boats moving ?,yes
./train2014/COCO_train2014_000000303788.jpg,Is this person to lazy to ski ?,no
./train2014/COCO_train2014_000000303788.jpg,Is the man snowboarding ?,no
./train2014/COCO_train2014_000000303788.jpg,What is on the ground ?,snow
./train2014/COCO_train2014_000000347840.jpg,Is this dish suitable for a individual adhering to a vegan diet ?,no
./train2014/COCO_train2014_000000347840.jpg,Are there olives on this pizza ?,yes
./train2014/COCO_train2014_000000347840.jpg,Where is the pizza ?,on plate
./train2014/COCO_train2014_000000333916.jpg,Is the bird flying ?,no
./train2014/COCO_train2014_000000333916.jpg,What color is the bird's head ?,yellow
./train2014/COCO_train2014_000000333916.jpg,What color is the background ?,green
./train2014/COCO_train2014_000000328751.jpg,Is this high speed train ?,yes
./train2014/COCO_train2014_000000328751.jpg,What is crossing on top of the train station ?,people
./train2014/COCO_train2014_000000328751.jpg,What track is this train on ?,right
./train2014/COCO_train2014_000000246636.jpg,How many boats ?,4
./train2014/COCO_train2014_000000246636.jpg,What color is the closest women's shirt ?,red
./train2014/COCO_train2014_000000246636.jpg,Are these canoes overcrowded ?,yes
./train2014/COCO_train2014_000000405541.jpg,What breed of cat is in the photo ?,siamese
./train2014/COCO_train2014_000000405541.jpg,What is the cat on ?,towel
